;0;1;2
0;RL;38.771319360760685;1.2766370538885397
1;ADL;38.8422548888814;1.4359603341999603
2;ADQ;40.37683511380237;3.622877188673409
3;KNN;41.26223910789929;1.6003648543725362
4;NBG;40.156110983204194;1.9500659743925304
5;NBM;43.49842313028379;2.768287426500672
6;SVML;39.189302467269066;1.7511917038145968
7;SVMR;38.7047541344917;1.5386714112282234
8;RF;41.65570059408445;1.824419704416293
9;ET;41.30458468624138;2.3552069551389097
