;0;1;2
0;RL;38.27782471903489;1.405401443522154
1;ADL;38.43233064509158;1.400188944871477
2;ADQ;39.61307604794485;4.931110776639131
3;KNN;41.24145396572631;1.5838914009187137
4;NBG;39.5509566841134;1.8817738469270269
5;NBM;42.66243190168188;2.0177211719585584
6;SVML;38.35212245352129;1.6406486064905812
7;SVMR;38.651910323654434;1.6066282283275626
8;RF;41.18919319374643;1.7103453017828938
9;ET;40.65458336356772;1.6087652354349193
